"strata_1","cluster_2","total","cluster_3","cluster_0","region","id","ENTIDAD","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","AGEB","MZA","POBTOT","POBFEM","POBMAS","P_0A2","P_0A2_F","P_0A2_M","P_3YMAS","P_3YMAS_F","P_3YMAS_M","P_5YMAS","P_5YMAS_F","P_5YMAS_M","P_12YMAS","P_12YMAS_F","P_12YMAS_M","P_15YMAS","P_15YMAS_F","P_15YMAS_M","P_18YMAS","P_18YMAS_F","P_18YMAS_M","P_3A5","P_3A5_F","P_3A5_M","P_6A11","P_6A11_F","P_6A11_M","P_8A14","P_8A14_F","P_8A14_M","P_12A14","P_12A14_F","P_12A14_M","P_15A17","P_15A17_F","P_15A17_M","P_18A24","P_18A24_F","P_18A24_M","P_15A49_F","P_60YMAS","P_60YMAS_F","P_60YMAS_M","REL_H_M","POB0_14","POB15_64","POB65_MAS","PROM_HNV","PNACENT","PNACENT_F","PNACENT_M","PNACOE","PNACOE_F","PNACOE_M","PRES2015","PRES2015_F","PRES2015_M","PRESOE15","PRESOE15_F","PRESOE15_M","P3YM_HLI","P3YM_HLI_F","P3YM_HLI_M","P3HLINHE","P3HLINHE_F","P3HLINHE_M","P3HLI_HE","P3HLI_HE_F","P3HLI_HE_M","P5_HLI","P5_HLI_NHE","P5_HLI_HE","PHOG_IND","POB_AFRO","POB_AFRO_F","POB_AFRO_M","PCON_DISC","PCDISC_MOT","PCDISC_VIS","PCDISC_LENG","PCDISC_AUD","PCDISC_MOT2","PCDISC_MEN","PCON_LIMI","PCLIM_CSB","PCLIM_VIS","PCLIM_HACO","PCLIM_OAUD","PCLIM_MOT2","PCLIM_RE_CO","PCLIM_PMEN","PSIND_LIM","P3A5_NOA","P3A5_NOA_F","P3A5_NOA_M","P6A11_NOA","P6A11_NOAF","P6A11_NOAM","P12A14NOA","P12A14NOAF","P12A14NOAM","P15A17A","P15A17A_F","P15A17A_M","P18A24A","P18A24A_F","P18A24A_M","P8A14AN","P8A14AN_F","P8A14AN_M","P15YM_AN","P15YM_AN_F","P15YM_AN_M","P15YM_SE","P15YM_SE_F","P15YM_SE_M","P15PRI_IN","P15PRI_INF","P15PRI_INM","P15PRI_CO","P15PRI_COF","P15PRI_COM","P15SEC_IN","P15SEC_INF","P15SEC_INM","P15SEC_CO","P15SEC_COF","P15SEC_COM","P18YM_PB","P18YM_PB_F","P18YM_PB_M","GRAPROES","GRAPROES_F","GRAPROES_M","PEA","PEA_F","PEA_M","PE_INAC","PE_INAC_F","PE_INAC_M","POCUPADA","POCUPADA_F","POCUPADA_M","PDESOCUP","PDESOCUP_F","PDESOCUP_M","PSINDER","PDER_SS","PDER_IMSS","PDER_ISTE","PDER_ISTEE","PAFIL_PDOM","PDER_SEGP","PDER_IMSSB","PAFIL_IPRIV","PAFIL_OTRAI","P12YM_SOLT","P12YM_CASA","P12YM_SEPA","PCATOLICA","PRO_CRIEVA","POTRAS_REL","PSIN_RELIG","TOTHOG","HOGJEF_F","HOGJEF_M","POBHOG","PHOGJEF_F","PHOGJEF_M","VIVTOT","TVIVHAB","TVIVPAR","VIVPAR_HAB","VIVPARH_CV","TVIVPARHAB","VIVPAR_DES","VIVPAR_UT","OCUPVIVPAR","PROM_OCUP","PRO_OCUP_C","VPH_PISODT","VPH_PISOTI","VPH_1DOR","VPH_2YMASD","VPH_1CUART","VPH_2CUART","VPH_3YMASC","VPH_C_ELEC","VPH_S_ELEC","VPH_AGUADV","VPH_AEASP","VPH_AGUAFV","VPH_TINACO","VPH_CISTER","VPH_EXCSA","VPH_LETR","VPH_DRENAJ","VPH_NODREN","VPH_C_SERV","VPH_NDEAED","VPH_DSADMA","VPH_NDACMM","VPH_SNBIEN","VPH_REFRI","VPH_LAVAD","VPH_HMICRO","VPH_AUTOM","VPH_MOTO","VPH_BICI","VPH_RADIO","VPH_TV","VPH_PC","VPH_TELEF","VPH_CEL","VPH_INTER","VPH_STVP","VPH_SPMVPI","VPH_CVJ","VPH_SINRTV","VPH_SINLTC","VPH_SINCINT","VPH_SINTIC","AMBITO","tipo_localidad","ARLU","AULR","tipo","TAMLOC","AGEBR","fpc_2","fpc_3","fpc_0"
1,2,60,428,8739,"El Bajío Queretano","17863","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400014166","2201400014166012",60,31,29,3,3,0,57,28,29,57,28,29,52,26,26,49,26,23,47,26,21,NA,NA,NA,3,NA,NA,4,0,4,3,0,3,NA,0,NA,6,3,3,17,4,4,0,93.55,11,46,3,1.12,9,4,5,51,27,24,42,17,25,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,NA,0,0,10,0,10,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,NA,0,NA,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,7,3,4,39,21,18,13.67,13.73,13.61,38,20,18,14,6,8,35,19,16,3,NA,NA,8,52,41,10,0,0,0,0,NA,0,22,29,NA,44,13,0,3,21,6,15,60,12,48,23,21,23,21,21,21,NA,0,60,2.86,0.78,21,0,3,18,0,0,21,21,0,21,21,0,0,0,21,0,21,0,21,0,21,4,0,20,19,17,17,NA,5,14,19,18,12,20,21,16,14,5,NA,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400014166-AGEB-Urbana","Localidad amanzanada",NA,"2201400014166",1,0.02135882192122708,0.13846153846153847
1,2,16,428,8789,"El Bajío Queretano","17908","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400014166","2201400014166057",16,9,7,NA,0,NA,15,9,6,14,8,6,14,8,6,14,8,6,14,8,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,NA,0,77.78,NA,13,NA,1.25,3,NA,NA,13,7,6,10,5,5,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,13,7,6,15,14.13,16.17,11,5,6,3,3,0,11,5,6,0,0,0,3,13,13,0,0,0,0,0,0,0,6,6,NA,14,0,0,NA,9,4,5,16,5,11,9,9,9,9,9,9,0,0,16,1.78,0.55,9,0,NA,8,0,NA,8,9,0,9,9,0,9,0,9,0,9,0,9,0,9,0,0,9,9,5,9,NA,NA,5,9,9,5,9,9,8,7,3,0,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400014166-AGEB-Urbana","Localidad amanzanada",NA,"2201400014166",1,0.02135882192122708,0.13846153846153847
1,2,109,428,8765,"El Bajío Queretano","17887","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400014166","2201400014166036",109,51,58,10,NA,8,99,49,50,98,49,49,87,46,41,82,43,39,75,40,35,NA,0,NA,10,3,7,9,4,5,5,3,NA,7,3,4,12,10,NA,36,5,NA,3,113.73,27,79,3,1.39,41,17,24,68,34,34,90,46,44,8,3,5,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,NA,3,0,NA,0,NA,0,0,NA,105,0,0,0,NA,0,NA,0,0,0,6,NA,4,6,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,0,0,0,14,4,10,63,35,28,13.02,13.05,13,61,28,33,26,18,8,61,28,33,0,0,0,5,104,95,6,0,0,4,0,3,0,33,47,7,74,12,0,23,39,14,25,109,37,72,54,39,54,39,39,39,13,NA,109,2.79,0.84,39,0,7,32,0,0,39,39,0,39,39,0,0,0,39,0,39,0,39,0,39,10,0,39,35,30,29,NA,3,25,39,27,23,39,39,32,20,10,0,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400014166-AGEB-Urbana","Localidad amanzanada",NA,"2201400014166",1,0.02135882192122708,0.13846153846153847
1,2,34,428,8772,"El Bajío Queretano","17893","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400014166","2201400014166042",34,22,12,NA,NA,0,33,21,12,32,20,12,30,19,11,29,18,11,27,17,10,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,4,NA,NA,10,7,6,NA,54.55,5,23,6,1.68,12,9,3,22,13,9,21,13,8,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,5,NA,4,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,NA,5,17,11,6,11.9,11.56,12.45,19,9,10,11,10,NA,19,9,10,0,0,0,12,22,22,0,0,0,0,0,NA,0,15,12,3,32,0,0,NA,11,6,5,34,16,18,15,11,15,11,11,11,3,NA,34,3.09,1.17,11,0,NA,9,0,4,7,11,0,11,11,0,NA,0,11,0,11,0,11,0,11,3,0,11,10,9,8,NA,3,7,11,8,NA,10,8,6,5,3,0,NA,NA,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400014166-AGEB-Urbana","Localidad amanzanada",NA,"2201400014166",1,0.02135882192122708,0.13846153846153847
1,2,79,428,8769,"El Bajío Queretano","17890","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400014166","2201400014166039",79,40,39,NA,NA,NA,77,39,38,75,37,38,68,35,33,66,34,32,62,32,30,3,NA,NA,6,NA,4,6,NA,4,NA,NA,NA,4,NA,NA,4,NA,NA,29,6,3,3,97.5,13,63,3,1,39,22,17,40,18,22,66,32,34,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA,6,NA,0,NA,0,NA,0,0,NA,0,NA,0,0,0,0,NA,74,0,0,0,0,0,0,NA,0,NA,4,NA,NA,4,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA,NA,NA,NA,0,4,NA,3,55,28,27,12.98,12.85,13.13,51,23,28,17,12,5,49,22,27,NA,NA,NA,6,73,49,7,0,NA,5,0,5,9,25,39,4,62,10,0,7,31,12,19,79,27,52,34,31,24,21,31,31,3,0,79,2.55,0.81,31,0,9,22,0,10,21,31,0,31,31,0,NA,NA,31,0,31,0,31,0,31,6,0,31,27,24,25,NA,9,24,31,22,19,30,27,26,16,6,0,NA,3,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400014166-AGEB-Urbana","Localidad amanzanada",NA,"2201400014166",1,0.02135882192122708,0.13846153846153847
1,2,67,428,8756,"El Bajío Queretano","17879","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400014166","2201400014166028",67,32,35,NA,NA,NA,65,31,34,62,29,33,51,24,27,47,23,24,42,22,20,5,NA,3,9,5,4,9,3,6,4,NA,3,5,NA,4,4,3,NA,21,NA,NA,NA,109.38,20,46,NA,1.46,16,6,10,51,26,25,36,15,21,25,13,12,NA,0,NA,0,0,0,NA,0,NA,NA,0,NA,4,3,NA,NA,5,NA,NA,NA,NA,NA,NA,9,0,9,0,NA,0,0,NA,53,NA,NA,0,NA,0,NA,0,0,0,5,NA,4,3,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,7,4,3,35,17,18,12.83,12.74,12.92,34,14,20,17,10,7,33,14,19,NA,0,NA,8,59,41,12,NA,0,NA,0,4,0,16,33,NA,55,NA,0,10,20,4,16,67,8,59,29,20,29,20,20,20,9,0,67,3.35,0.71,20,0,4,16,0,0,20,20,0,20,20,0,0,0,20,0,20,0,20,0,20,5,0,20,18,12,15,3,NA,11,20,18,14,20,20,20,11,11,0,0,0,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400014166-AGEB-Urbana","Localidad amanzanada",NA,"2201400014166",1,0.02135882192122708,0.13846153846153847
1,2,56,428,8777,"El Bajío Queretano","17898","22","Querétaro","22014","Querétaro","220140001","Santiago de Querétaro","2201400014166","2201400014166047",56,27,29,7,4,3,49,23,26,47,23,24,41,20,21,37,19,18,35,17,18,3,NA,NA,5,NA,3,7,NA,5,4,NA,3,NA,NA,0,3,3,0,18,3,NA,NA,107.41,19,35,NA,1.3,28,14,14,28,13,15,35,18,17,12,5,7,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,52,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,NA,31,15,16,13.46,12.84,14.11,28,13,15,13,7,6,28,13,15,0,0,0,9,47,43,4,0,0,NA,0,NA,0,18,20,3,34,NA,0,21,19,7,12,56,21,35,28,19,28,19,19,19,9,0,56,2.95,0.84,19,0,5,14,0,0,19,19,0,19,19,0,0,0,19,0,19,0,19,0,19,NA,0,17,18,12,16,4,NA,15,19,16,11,19,18,15,15,9,0,0,NA,0,"Urbana","Localidad amanzanada","220140001-LOC-Urbana","2201400014166-AGEB-Urbana","Localidad amanzanada",NA,"2201400014166",1,0.02135882192122708,0.13846153846153847
1,2,45,590,13222,"El Bajío Queretano","21898","22","Querétaro","22014","Querétaro","220140107","Santa María Magdalena","2201401073539","2201401073539045",45,24,21,NA,NA,0,44,23,21,39,21,18,32,18,14,30,16,14,27,14,13,8,NA,6,4,3,NA,5,5,0,NA,NA,0,3,NA,NA,5,4,NA,14,0,0,0,87.5,15,30,0,1.67,35,17,18,10,7,3,39,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,0,NA,42,4,NA,3,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,NA,0,NA,7,5,NA,NA,0,NA,12,8,4,5,NA,3,7.6,8.38,6.71,24,10,14,8,8,0,23,10,13,NA,0,NA,20,25,12,0,0,0,13,0,0,0,10,21,NA,45,0,0,0,8,NA,6,45,8,37,10,8,10,8,8,8,NA,NA,45,5.63,1.8,8,0,NA,7,0,NA,7,8,0,8,8,0,8,NA,8,0,8,0,8,0,8,3,0,7,5,NA,5,NA,4,7,8,NA,NA,8,7,6,0,0,0,0,0,0,"Urbana","Localidad amanzanada","220140107-LOC-Urbana","2201401073539-AGEB-Urbana","Localidad amanzanada",NA,"2201401073539",1,0.028503196393138735,0.17647058823529413
1,2,41,590,13193,"El Bajío Queretano","21871","22","Querétaro","22014","Querétaro","220140107","Santa María Magdalena","2201401073539","2201401073539016",41,23,18,NA,0,NA,40,23,17,40,23,17,35,20,15,33,19,14,32,19,13,0,0,0,5,3,NA,6,4,NA,NA,NA,NA,NA,0,NA,8,6,NA,16,NA,NA,NA,78.26,8,31,NA,1.25,32,19,13,8,3,5,40,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0,0,0,3,0,38,0,0,0,NA,0,NA,0,0,0,NA,0,NA,4,4,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,5,3,NA,NA,0,NA,12,7,5,13,8,5,10,9.53,10.64,22,8,14,13,12,NA,22,8,14,0,0,0,10,31,27,NA,0,0,3,0,0,0,15,20,0,28,12,0,NA,11,NA,10,36,NA,35,15,12,14,11,11,11,NA,NA,36,3.27,0.84,11,0,NA,9,0,NA,9,11,0,11,11,0,11,0,11,0,11,0,11,0,11,8,0,10,7,4,NA,NA,7,9,9,3,3,10,6,6,0,0,0,NA,4,0,"Urbana","Localidad amanzanada","220140107-LOC-Urbana","2201401073539-AGEB-Urbana","Localidad amanzanada",NA,"2201401073539",1,0.028503196393138735,0.17647058823529413
1,2,189,590,13198,"El Bajío Queretano","21876","22","Querétaro","22014","Querétaro","220140107","Santa María Magdalena","2201401073539","2201401073539021",189,92,97,8,3,5,181,89,92,173,85,88,159,79,80,147,76,71,139,72,67,9,4,5,13,6,7,21,7,14,12,3,9,8,4,4,27,12,15,51,31,16,15,105.43,42,130,17,2.7,157,79,78,32,13,19,165,82,83,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,NA,8,3,3,0,NA,NA,3,12,3,8,NA,3,NA,4,3,166,6,NA,4,5,NA,3,3,NA,NA,4,NA,3,6,3,3,NA,NA,0,8,5,3,9,6,3,12,10,NA,33,17,16,NA,NA,NA,42,17,25,44,23,21,8.29,7.82,8.8,105,49,56,54,30,24,103,49,54,NA,0,NA,53,136,85,4,0,0,49,0,NA,0,58,83,18,157,18,0,14,42,12,30,189,57,132,46,42,43,39,42,42,4,0,189,4.5,1.03,37,5,7,35,NA,4,36,42,0,42,40,0,36,4,42,0,42,0,42,0,41,21,0,36,27,11,21,NA,17,31,39,10,19,35,26,27,8,4,0,5,16,0,"Urbana","Localidad amanzanada","220140107-LOC-Urbana","2201401073539-AGEB-Urbana","Localidad amanzanada",NA,"2201401073539",1,0.028503196393138735,0.17647058823529413
1,2,118,590,13217,"El Bajío Queretano","21893","22","Querétaro","22014","Querétaro","220140107","Santa María Magdalena","2201401073539","2201401073539040",118,62,56,4,NA,3,114,61,53,111,59,52,102,55,47,96,51,45,91,48,43,3,NA,NA,9,4,5,10,6,4,6,4,NA,5,3,NA,13,4,9,39,8,4,4,90.32,22,93,3,1.24,75,35,40,43,27,16,98,51,47,13,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,0,0,0,0,11,NA,7,0,3,NA,4,NA,103,NA,NA,0,NA,NA,0,0,0,0,3,NA,NA,4,NA,3,0,0,0,NA,0,NA,4,NA,NA,0,0,0,NA,NA,0,3,NA,NA,20,11,9,65,33,32,12.14,11.9,12.4,77,37,40,25,18,7,77,37,40,0,0,0,17,101,81,NA,0,3,15,0,0,0,40,50,12,95,5,0,18,40,13,27,118,33,85,48,40,44,36,40,40,8,0,118,2.95,0.84,40,0,8,32,NA,NA,38,40,0,40,40,0,39,NA,40,0,40,0,40,0,40,15,0,38,32,20,25,NA,8,25,37,21,19,40,34,22,7,5,NA,0,4,0,"Urbana","Localidad amanzanada","220140107-LOC-Urbana","2201401073539-AGEB-Urbana","Localidad amanzanada",NA,"2201401073539",1,0.028503196393138735,0.17647058823529413
1,2,128,590,13186,"El Bajío Queretano","21865","22","Querétaro","22014","Querétaro","220140107","Santa María Magdalena","2201401073539","2201401073539010",128,66,62,3,NA,NA,125,64,61,120,61,59,102,54,48,98,50,48,93,48,45,8,5,3,15,5,10,18,8,10,4,4,0,5,NA,3,13,6,7,36,9,5,4,93.94,30,92,6,1.7,65,34,31,62,31,31,101,53,48,19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,NA,0,NA,0,0,21,5,17,0,4,NA,3,NA,102,NA,NA,NA,0,0,0,0,0,0,5,NA,3,8,3,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,7,5,NA,81,38,43,13.24,13.24,13.25,71,29,42,31,25,6,71,29,42,0,0,0,28,100,84,7,0,0,9,0,0,0,38,54,10,104,10,0,14,39,14,25,128,38,90,44,39,44,39,39,39,5,0,128,3.28,0.79,39,0,7,32,0,0,39,39,0,39,39,0,39,7,39,0,39,0,39,0,39,4,0,39,37,32,34,8,21,29,38,28,26,38,36,24,22,10,NA,0,NA,0,"Urbana","Localidad amanzanada","220140107-LOC-Urbana","2201401073539-AGEB-Urbana","Localidad amanzanada",NA,"2201401073539",1,0.028503196393138735,0.17647058823529413
1,2,26,590,13208,"El Bajío Queretano","21885","22","Querétaro","22014","Querétaro","220140107","Santa María Magdalena","2201401073539","2201401073539031",26,13,13,0,0,0,26,13,13,25,13,12,20,12,8,20,12,8,19,11,8,NA,NA,NA,4,0,4,4,0,4,0,0,0,NA,NA,0,5,NA,3,9,NA,NA,NA,100,6,19,NA,1.92,26,13,13,0,0,0,25,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,NA,0,22,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,9,7,NA,3,0,3,7.9,7.58,8.38,12,7,5,8,5,3,12,7,5,0,0,0,4,22,7,0,0,0,15,0,0,0,6,10,4,26,0,0,0,4,3,NA,26,23,3,5,4,4,3,4,4,NA,0,26,6.5,1.3,4,0,NA,3,0,0,4,4,0,4,4,0,4,0,4,0,4,0,4,0,4,4,0,3,NA,3,0,0,4,NA,4,0,NA,3,4,3,0,0,0,0,0,0,"Urbana","Localidad amanzanada","220140107-LOC-Urbana","2201401073539-AGEB-Urbana","Localidad amanzanada",NA,"2201401073539",1,0.028503196393138735,0.17647058823529413
1,2,159,590,13204,"El Bajío Queretano","21881","22","Querétaro","22014","Querétaro","220140107","Santa María Magdalena","2201401073539","2201401073539027",159,79,80,8,4,4,151,75,76,149,74,75,132,66,66,123,59,64,110,52,58,3,NA,NA,16,8,8,21,13,8,9,7,NA,13,7,6,25,11,14,49,7,4,3,101.27,36,117,6,2,139,68,71,20,11,9,137,68,69,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,151,NA,0,NA,NA,NA,0,0,0,0,11,6,5,8,3,5,0,0,0,4,3,NA,6,4,NA,NA,NA,0,24,15,9,6,3,3,45,15,30,34,17,17,9.06,8.63,9.45,83,30,53,49,36,13,82,30,52,NA,0,NA,56,103,71,5,0,0,26,0,NA,0,46,80,6,143,NA,0,15,38,6,32,159,20,139,44,38,40,34,38,38,NA,5,159,4.18,1.24,36,NA,9,29,5,8,25,38,0,38,37,0,29,4,38,0,38,0,38,0,38,20,0,31,28,14,17,NA,28,27,37,8,15,33,27,21,8,4,NA,4,11,0,"Urbana","Localidad amanzanada","220140107-LOC-Urbana","2201401073539-AGEB-Urbana","Localidad amanzanada",NA,"2201401073539",1,0.028503196393138735,0.17647058823529413
1,2,83,590,13215,"El Bajío Queretano","21891","22","Querétaro","22014","Querétaro","220140107","Santa María Magdalena","2201401073539","2201401073539038",83,46,37,NA,NA,0,82,45,37,82,45,37,75,43,32,68,39,29,62,36,26,NA,NA,NA,5,NA,4,9,5,4,7,4,3,6,3,3,12,12,0,33,5,3,NA,80.43,15,64,4,0.95,37,19,18,46,27,19,62,35,27,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA,0,0,0,0,NA,9,NA,7,0,NA,0,0,NA,69,0,0,0,0,0,0,0,0,0,5,NA,3,5,5,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,10,6,4,49,28,21,12.94,12.72,13.24,49,23,26,26,20,6,49,23,26,0,0,0,13,70,66,3,0,0,0,0,NA,0,33,33,9,63,10,0,10,26,10,16,83,27,56,30,26,26,22,26,26,NA,3,83,3.19,0.83,26,0,NA,25,0,0,26,26,0,26,26,0,26,5,26,0,26,0,26,0,26,4,0,24,23,19,21,5,5,20,25,18,19,25,23,20,14,6,0,0,NA,0,"Urbana","Localidad amanzanada","220140107-LOC-Urbana","2201401073539-AGEB-Urbana","Localidad amanzanada",NA,"2201401073539",1,0.028503196393138735,0.17647058823529413
1,2,43,590,13219,"El Bajío Queretano","21895","22","Querétaro","22014","Querétaro","220140107","Santa María Magdalena","2201401073539","2201401073539042",43,17,26,NA,NA,NA,41,16,25,40,15,25,34,14,20,29,11,18,26,11,15,NA,NA,0,5,0,5,7,3,4,5,3,NA,3,0,3,3,NA,NA,9,3,NA,NA,152.94,14,26,3,2.5,19,8,11,24,9,15,30,11,19,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,NA,0,0,3,NA,3,NA,NA,NA,NA,NA,38,NA,NA,0,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,5,NA,4,NA,0,NA,12,6,6,9,3,6,9.55,9.36,9.67,20,6,14,14,8,6,20,6,14,0,0,0,26,17,15,0,0,0,NA,0,0,0,13,18,3,35,NA,NA,5,11,0,11,43,0,43,13,11,10,8,11,11,NA,NA,43,3.91,1.13,11,0,6,5,NA,NA,8,11,0,9,9,NA,7,0,11,0,11,0,9,0,11,4,0,8,7,5,7,0,5,7,11,5,7,10,8,7,3,NA,0,NA,3,0,"Urbana","Localidad amanzanada","220140107-LOC-Urbana","2201401073539-AGEB-Urbana","Localidad amanzanada",NA,"2201401073539",1,0.028503196393138735,0.17647058823529413
2,5,669,992,21925,"Los Valles Centrales","29730","22","Querétaro","22008","Huimilpan","220080005","Buenavista","2200800050039","2200800050039800",669,371,298,47,18,29,622,353,269,597,338,259,490,285,205,454,264,190,421,241,180,43,26,17,89,42,47,93,49,44,36,21,15,33,23,10,76,53,23,201,65,34,31,80.32,215,408,46,2.73,601,337,264,60,29,31,573,332,241,13,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,46,22,23,5,12,12,8,74,23,48,1,14,2,15,6,546,20,11,9,7,6,1,3,3,0,16,9,7,13,9,4,1,0,1,35,24,11,42,23,19,76,36,40,113,59,54,17,9,8,131,92,39,64,37,27,6.92,7.25,6.46,251,87,164,236,198,38,244,87,157,7,0,7,136,533,78,2,0,0,451,0,1,3,133,319,38,665,2,0,2,174,46,128,669,144,525,257,174,257,174,NA,174,60,23,669,3.84,0.99,172,2,58,116,5,20,149,172,2,173,172,1,173,2,168,2,168,6,167,0,167,60,0,168,144,73,108,16,16,121,157,29,10,155,83,14,8,4,9,17,83,5,"Rural","Localidad puntual","220080039-AGEB-Rural","2200800050039800-LOC-Rural","Localidad puntual rural",3,"220080039",0.24670654669146602,0.10905237991740926,1
2,5,376,1002,21936,"Los Valles Centrales","29740","22","Querétaro","22008","Huimilpan","220080015","La Haciendita","2200800150024","2200800150024800",376,196,180,23,10,13,353,186,167,331,175,156,277,156,121,255,145,110,231,132,99,26,12,14,50,18,32,51,22,29,22,11,11,24,13,11,44,25,19,112,36,20,16,91.84,121,229,26,2.32,365,191,174,11,5,6,330,175,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,16,8,10,3,4,1,3,46,13,35,4,9,4,11,6,312,16,9,7,1,1,0,5,2,3,11,6,5,8,6,2,1,1,0,42,21,21,41,22,19,36,21,15,52,27,25,4,2,2,67,35,32,46,31,15,6.82,7.06,6.51,165,66,99,109,87,22,162,65,97,3,1,2,175,201,25,4,1,0,169,0,0,3,89,174,14,344,25,0,7,104,33,71,376,92,284,138,104,138,104,NA,104,33,1,376,3.62,1.11,103,1,49,55,6,20,78,104,0,104,103,0,94,10,97,1,98,6,98,0,98,48,2,100,86,46,56,7,3,75,96,10,7,89,15,15,1,3,4,13,85,2,"Rural","Localidad puntual","220080024-AGEB-Rural","2200800150024800-LOC-Rural","Localidad puntual rural",2,"220080024",0.24670654669146602,0.061291023690502065,1
