"strata_1","cluster_2","total","cluster_3","cluster_0","region","id","ENTIDAD","NOM_ENT","MUN","NOM_MUN","LOC","NOM_LOC","AGEB","MZA","POBTOT","POBFEM","POBMAS","P_0A2","P_0A2_F","P_0A2_M","P_3YMAS","P_3YMAS_F","P_3YMAS_M","P_5YMAS","P_5YMAS_F","P_5YMAS_M","P_12YMAS","P_12YMAS_F","P_12YMAS_M","P_15YMAS","P_15YMAS_F","P_15YMAS_M","P_18YMAS","P_18YMAS_F","P_18YMAS_M","P_3A5","P_3A5_F","P_3A5_M","P_6A11","P_6A11_F","P_6A11_M","P_8A14","P_8A14_F","P_8A14_M","P_12A14","P_12A14_F","P_12A14_M","P_15A17","P_15A17_F","P_15A17_M","P_18A24","P_18A24_F","P_18A24_M","P_15A49_F","P_60YMAS","P_60YMAS_F","P_60YMAS_M","REL_H_M","POB0_14","POB15_64","POB65_MAS","PROM_HNV","PNACENT","PNACENT_F","PNACENT_M","PNACOE","PNACOE_F","PNACOE_M","PRES2015","PRES2015_F","PRES2015_M","PRESOE15","PRESOE15_F","PRESOE15_M","P3YM_HLI","P3YM_HLI_F","P3YM_HLI_M","P3HLINHE","P3HLINHE_F","P3HLINHE_M","P3HLI_HE","P3HLI_HE_F","P3HLI_HE_M","P5_HLI","P5_HLI_NHE","P5_HLI_HE","PHOG_IND","POB_AFRO","POB_AFRO_F","POB_AFRO_M","PCON_DISC","PCDISC_MOT","PCDISC_VIS","PCDISC_LENG","PCDISC_AUD","PCDISC_MOT2","PCDISC_MEN","PCON_LIMI","PCLIM_CSB","PCLIM_VIS","PCLIM_HACO","PCLIM_OAUD","PCLIM_MOT2","PCLIM_RE_CO","PCLIM_PMEN","PSIND_LIM","P3A5_NOA","P3A5_NOA_F","P3A5_NOA_M","P6A11_NOA","P6A11_NOAF","P6A11_NOAM","P12A14NOA","P12A14NOAF","P12A14NOAM","P15A17A","P15A17A_F","P15A17A_M","P18A24A","P18A24A_F","P18A24A_M","P8A14AN","P8A14AN_F","P8A14AN_M","P15YM_AN","P15YM_AN_F","P15YM_AN_M","P15YM_SE","P15YM_SE_F","P15YM_SE_M","P15PRI_IN","P15PRI_INF","P15PRI_INM","P15PRI_CO","P15PRI_COF","P15PRI_COM","P15SEC_IN","P15SEC_INF","P15SEC_INM","P15SEC_CO","P15SEC_COF","P15SEC_COM","P18YM_PB","P18YM_PB_F","P18YM_PB_M","GRAPROES","GRAPROES_F","GRAPROES_M","PEA","PEA_F","PEA_M","PE_INAC","PE_INAC_F","PE_INAC_M","POCUPADA","POCUPADA_F","POCUPADA_M","PDESOCUP","PDESOCUP_F","PDESOCUP_M","PSINDER","PDER_SS","PDER_IMSS","PDER_ISTE","PDER_ISTEE","PAFIL_PDOM","PDER_SEGP","PDER_IMSSB","PAFIL_IPRIV","PAFIL_OTRAI","P12YM_SOLT","P12YM_CASA","P12YM_SEPA","PCATOLICA","PRO_CRIEVA","POTRAS_REL","PSIN_RELIG","TOTHOG","HOGJEF_F","HOGJEF_M","POBHOG","PHOGJEF_F","PHOGJEF_M","VIVTOT","TVIVHAB","TVIVPAR","VIVPAR_HAB","VIVPARH_CV","TVIVPARHAB","VIVPAR_DES","VIVPAR_UT","OCUPVIVPAR","PROM_OCUP","PRO_OCUP_C","VPH_PISODT","VPH_PISOTI","VPH_1DOR","VPH_2YMASD","VPH_1CUART","VPH_2CUART","VPH_3YMASC","VPH_C_ELEC","VPH_S_ELEC","VPH_AGUADV","VPH_AEASP","VPH_AGUAFV","VPH_TINACO","VPH_CISTER","VPH_EXCSA","VPH_LETR","VPH_DRENAJ","VPH_NODREN","VPH_C_SERV","VPH_NDEAED","VPH_DSADMA","VPH_NDACMM","VPH_SNBIEN","VPH_REFRI","VPH_LAVAD","VPH_HMICRO","VPH_AUTOM","VPH_MOTO","VPH_BICI","VPH_RADIO","VPH_TV","VPH_PC","VPH_TELEF","VPH_CEL","VPH_INTER","VPH_STVP","VPH_SPMVPI","VPH_CVJ","VPH_SINRTV","VPH_SINLTC","VPH_SINCINT","VPH_SINTIC","AMBITO","tipo_localidad","ARLU","AULR","tipo","TAMLOC","AGEBR","fpc_2","fpc_3","fpc_0"
2,6,65,1252,27586,"Los Valles Centrales","7041","22","Querétaro","22011","El Marqués","220110439","La Pradera","2201104390301","2201104390301039",65,35,30,3,0,3,62,35,27,62,35,27,53,28,25,52,27,25,49,26,23,0,0,0,9,7,NA,5,4,NA,NA,NA,0,3,NA,NA,8,5,3,22,3,NA,NA,85.71,13,49,3,1.46,28,13,15,37,22,15,47,25,22,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,3,0,0,NA,NA,15,NA,11,NA,NA,0,4,NA,46,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,17,9,8,31,16,15,11.02,11.22,10.8,43,20,23,10,8,NA,43,20,23,0,0,0,4,61,55,0,0,0,4,0,NA,0,17,33,3,52,10,NA,NA,23,5,18,65,7,58,28,23,27,22,23,23,4,NA,65,2.83,0.94,23,0,6,17,0,3,20,23,0,23,23,0,13,0,23,0,23,0,23,0,23,12,0,23,20,11,10,NA,4,23,22,13,10,23,19,18,5,NA,0,0,NA,0,"Urbana","Localidad amanzanada","220110439-LOC-Urbana","2201104390301-AGEB-Urbana","Localidad amanzanada",NA,"2201104390301",1,0.2395410673895402,0.07692307692307693
2,6,406,1252,27599,"Los Valles Centrales","7053","22","Querétaro","22011","El Marqués","220110439","La Pradera","2201104390301","2201104390301051",406,195,211,17,12,5,389,183,206,376,175,201,329,155,174,311,150,161,295,146,149,21,13,8,39,15,24,43,14,29,18,5,13,16,4,12,45,17,28,123,23,12,11,108.21,95,294,17,1.5,180,87,93,225,107,118,273,123,150,102,52,50,7,NA,6,0,0,0,7,NA,6,7,0,7,16,13,9,4,20,6,11,3,5,4,6,38,5,29,NA,13,NA,7,5,345,4,3,NA,NA,0,NA,NA,0,NA,12,3,9,16,5,11,NA,0,NA,NA,0,NA,4,NA,3,6,0,6,15,7,8,6,3,3,80,42,38,191,93,98,11.7,11.95,11.47,255,113,142,73,41,32,250,112,138,5,NA,4,115,291,245,10,0,0,36,0,NA,0,112,182,35,310,38,NA,55,138,55,83,406,146,260,166,138,160,132,138,138,23,5,406,2.94,0.94,138,0,31,107,NA,17,120,137,NA,138,137,0,47,3,138,0,138,0,137,0,138,59,0,128,96,81,74,12,9,100,128,72,55,136,107,91,50,21,4,NA,25,0,"Urbana","Localidad amanzanada","220110439-LOC-Urbana","2201104390301-AGEB-Urbana","Localidad amanzanada",NA,"2201104390301",1,0.2395410673895402,0.07692307692307693
2,6,500,1252,27591,"Los Valles Centrales","7046","22","Querétaro","22011","El Marqués","220110439","La Pradera","2201104390301","2201104390301044",500,240,260,25,12,13,475,228,247,462,222,240,395,195,200,370,185,185,349,173,176,27,11,16,53,22,31,60,26,34,25,10,15,21,12,9,46,21,25,164,13,7,6,108.33,130,364,6,1.36,295,143,152,202,95,107,376,178,198,84,44,40,10,4,6,0,0,0,10,4,6,10,0,10,10,12,3,9,13,3,7,3,NA,0,NA,41,4,24,9,4,NA,8,9,439,9,3,6,3,0,3,NA,0,NA,12,7,5,11,7,4,NA,0,NA,3,NA,NA,6,3,3,NA,NA,NA,48,22,26,4,3,NA,125,56,69,179,96,83,10.83,11,10.66,320,146,174,75,49,26,314,144,170,6,NA,4,116,384,322,6,NA,0,54,3,8,NA,133,231,31,353,55,3,89,170,61,109,500,178,322,202,170,180,148,170,170,26,6,500,2.94,1.01,170,0,95,75,NA,52,117,170,0,170,167,0,80,NA,170,0,170,0,170,0,170,81,NA,159,124,97,87,9,12,106,156,85,87,164,145,129,62,25,5,5,22,NA,"Urbana","Localidad amanzanada","220110439-LOC-Urbana","2201104390301-AGEB-Urbana","Localidad amanzanada",NA,"2201104390301",1,0.2395410673895402,0.07692307692307693
2,6,38,1261,27877,"Los Valles Centrales","7303","22","Querétaro","22011","El Marqués","220110442","Paseos del Marqués","2201104420759","2201104420759029",38,21,17,NA,NA,0,37,20,17,37,20,17,29,16,13,27,16,11,23,14,9,NA,0,NA,7,4,3,7,3,4,NA,0,NA,4,NA,NA,NA,NA,NA,12,NA,NA,0,80.95,11,26,NA,2,18,10,8,20,11,9,26,14,12,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA,4,0,4,0,NA,0,NA,NA,32,0,0,0,NA,0,NA,0,0,0,3,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,11,5,6,8,5,3,9.04,9.06,9,21,11,10,8,5,3,21,11,10,0,0,0,8,30,19,NA,0,0,9,0,0,0,9,18,NA,25,NA,0,11,13,3,10,38,7,31,14,13,14,13,13,13,NA,0,38,2.92,0.97,13,0,6,7,0,0,13,13,0,13,13,0,0,0,13,0,13,0,13,0,13,9,0,11,9,6,3,NA,NA,10,13,4,0,13,6,9,0,NA,0,0,5,0,"Urbana","Localidad amanzanada","220110442-LOC-Urbana","2201104420759-AGEB-Urbana","Localidad amanzanada",NA,"2201104420759",1,0.06645717146951673,0.061224489795918366
2,6,14,1261,27846,"Los Valles Centrales","7276","22","Querétaro","22011","El Marqués","220110442","Paseos del Marqués","2201104420759","2201104420759002",14,6,8,NA,0,NA,13,6,7,12,6,6,9,4,5,9,4,5,9,4,5,NA,0,NA,3,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,4,0,0,0,133.33,5,9,0,1,7,4,3,7,NA,5,9,5,4,3,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA,0,14,6,8,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,13,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,NA,4,NA,3,10.22,9.5,10.8,9,4,5,0,0,0,9,4,5,0,0,0,NA,12,11,0,0,0,NA,0,0,0,NA,8,0,7,7,0,0,4,NA,3,14,4,10,8,4,8,4,4,4,3,NA,14,3.5,1.17,4,0,NA,3,0,0,4,4,0,4,4,0,0,0,4,0,4,0,4,0,4,4,0,NA,NA,0,0,0,NA,4,4,NA,0,4,0,NA,0,NA,0,0,3,0,"Urbana","Localidad amanzanada","220110442-LOC-Urbana","2201104420759-AGEB-Urbana","Localidad amanzanada",NA,"2201104420759",1,0.06645717146951673,0.061224489795918366
2,6,131,1261,27852,"Los Valles Centrales","7281","22","Querétaro","22011","El Marqués","220110442","Paseos del Marqués","2201104420759","2201104420759007",131,63,68,8,6,NA,123,57,66,118,53,65,98,41,57,90,41,49,81,37,44,9,6,3,16,10,6,15,4,11,8,0,8,9,4,5,22,6,16,37,3,NA,NA,107.94,41,88,NA,2.15,55,30,25,76,33,43,69,32,37,48,21,27,3,0,3,0,0,0,3,0,3,3,0,3,3,NA,NA,0,5,NA,NA,0,NA,0,NA,12,0,9,0,NA,0,NA,NA,113,4,3,NA,NA,0,NA,NA,0,NA,7,4,3,4,0,4,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,7,NA,6,5,NA,4,41,24,17,29,9,20,9.71,9.34,10.02,78,33,45,20,8,12,78,33,45,0,0,0,24,107,94,NA,0,0,13,0,0,0,34,59,5,87,14,0,27,38,11,27,131,30,101,50,38,50,38,38,38,10,NA,131,3.45,1.2,38,0,9,29,0,11,27,38,0,37,37,NA,0,0,38,0,38,0,37,0,38,30,0,34,24,11,8,0,7,27,35,6,NA,37,16,19,5,3,0,NA,21,0,"Urbana","Localidad amanzanada","220110442-LOC-Urbana","2201104420759-AGEB-Urbana","Localidad amanzanada",NA,"2201104420759",1,0.06645717146951673,0.061224489795918366
2,8,187,1470,16475,"Los Valles Centrales","24825","22","Querétaro","22016","San Juan del Río","220160001","San Juan del Río","2201600011221","2201600011221040",187,100,87,10,3,7,177,97,80,172,93,79,137,73,64,123,65,58,115,60,55,12,7,5,28,17,11,36,21,15,14,8,6,8,5,3,20,12,8,55,5,4,NA,87,64,121,NA,1.58,110,57,53,77,43,34,160,86,74,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,10,4,NA,NA,NA,0,NA,NA,174,3,NA,NA,NA,NA,0,NA,0,NA,8,5,3,6,5,NA,0,0,0,NA,NA,0,NA,NA,0,NA,0,NA,15,7,8,3,NA,NA,51,26,25,48,27,21,10.07,10.25,9.88,91,36,55,46,37,9,91,36,55,0,0,0,44,143,113,3,0,0,26,0,NA,0,39,82,16,124,25,0,38,55,24,31,187,88,99,67,55,66,54,55,55,12,0,187,3.4,0.99,55,0,7,48,0,3,52,55,0,55,55,0,49,0,55,0,55,0,55,0,55,22,0,53,42,36,30,8,10,44,51,25,4,54,31,13,10,8,NA,NA,16,0,"Urbana","Localidad amanzanada","220160001-LOC-Urbana","2201600011221-AGEB-Urbana","Localidad amanzanada",NA,"2201600011221",1,0.07361889027682637,0.06
2,8,57,1470,16451,"Los Valles Centrales","24803","22","Querétaro","22016","San Juan del Río","220160001","San Juan del Río","2201600011221","2201600011221015",57,32,25,5,4,NA,52,28,24,52,28,24,42,24,18,38,21,17,36,20,16,NA,NA,0,9,3,6,12,5,7,4,3,NA,NA,NA,NA,7,4,3,15,3,NA,NA,78.13,19,37,NA,1.79,28,15,13,29,17,12,40,23,17,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,NA,0,NA,0,0,13,4,7,0,NA,0,3,0,40,0,0,0,NA,0,NA,NA,0,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,3,NA,NA,NA,NA,0,21,12,9,10,4,6,9.11,8.29,10.12,29,14,15,13,10,3,28,14,14,NA,0,NA,7,50,29,NA,0,0,20,0,0,0,19,19,4,51,4,0,NA,16,9,7,57,35,22,18,16,18,16,16,16,NA,NA,57,3.56,1.27,15,NA,9,7,3,6,7,15,NA,16,16,0,10,NA,16,0,16,0,15,0,16,12,0,10,8,6,3,3,NA,12,11,4,NA,14,7,NA,0,0,NA,NA,8,0,"Urbana","Localidad amanzanada","220160001-LOC-Urbana","2201600011221-AGEB-Urbana","Localidad amanzanada",NA,"2201600011221",1,0.07361889027682637,0.06
2,8,5,1470,16441,"Los Valles Centrales","24795","22","Querétaro","22016","San Juan del Río","220160001","San Juan del Río","2201600011221","2201600011221007",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urbana","Localidad amanzanada","220160001-LOC-Urbana","2201600011221-AGEB-Urbana","Localidad amanzanada",NA,"2201600011221",1,0.07361889027682637,0.06
2,8,65,1471,16516,"Los Valles Centrales","24862","22","Querétaro","22016","San Juan del Río","220160001","San Juan del Río","2201600011236","2201600011236026",65,31,34,3,NA,NA,62,29,33,57,29,28,48,24,24,44,24,20,40,21,19,7,0,7,7,5,NA,9,4,5,4,0,4,4,3,NA,9,5,4,19,3,3,0,109.68,21,41,3,2.08,39,18,21,25,12,13,47,26,21,8,3,5,3,NA,NA,0,0,0,3,NA,NA,3,0,3,7,0,0,0,NA,NA,0,0,NA,0,NA,8,NA,4,0,NA,NA,3,0,55,3,0,3,0,0,0,NA,0,NA,3,3,0,NA,NA,0,0,0,0,NA,NA,0,5,5,0,NA,0,NA,3,NA,NA,NA,0,NA,15,6,9,16,9,7,9.11,8.58,9.75,35,15,20,13,9,4,33,15,18,NA,0,NA,28,37,15,0,0,0,22,0,0,0,20,23,5,53,5,0,7,17,4,13,65,13,52,23,17,23,17,17,17,5,NA,65,3.82,1.33,17,0,8,9,NA,3,12,17,0,17,16,0,12,NA,17,0,17,0,17,0,17,5,0,16,12,5,11,3,4,10,17,6,NA,16,7,6,NA,NA,0,NA,7,0,"Urbana","Localidad amanzanada","220160001-LOC-Urbana","2201600011236-AGEB-Urbana","Localidad amanzanada",NA,"2201600011236",1,0.033888060603618486,0.06818181818181818
2,8,42,1471,16509,"Los Valles Centrales","24856","22","Querétaro","22016","San Juan del Río","220160001","San Juan del Río","2201600011236","2201600011236019",42,23,19,3,NA,NA,39,22,17,38,21,17,33,19,14,31,19,12,29,17,12,NA,NA,0,4,NA,3,4,0,4,NA,0,NA,NA,NA,0,4,3,NA,14,4,3,NA,82.61,11,29,NA,2.42,26,15,11,16,8,8,38,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0,0,0,NA,5,NA,3,0,3,0,3,0,34,NA,NA,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,4,3,NA,NA,0,NA,NA,0,NA,0,0,0,11,7,4,12,7,5,9.48,9.37,9.67,24,12,12,9,7,NA,23,11,12,NA,NA,0,9,33,14,4,0,0,15,0,0,0,8,25,0,20,16,0,6,9,4,5,42,15,27,12,9,12,9,9,9,NA,NA,42,4.67,1.05,9,0,3,6,NA,0,8,9,0,9,9,0,9,0,9,0,9,0,9,0,9,NA,0,9,8,7,7,3,0,5,8,3,NA,9,7,6,0,3,NA,0,NA,0,"Urbana","Localidad amanzanada","220160001-LOC-Urbana","2201600011236-AGEB-Urbana","Localidad amanzanada",NA,"2201600011236",1,0.033888060603618486,0.06818181818181818
2,8,19,1471,16520,"Los Valles Centrales","24866","22","Querétaro","22016","San Juan del Río","220160001","San Juan del Río","2201600011236","2201600011236031",19,9,10,NA,0,NA,18,9,9,18,9,9,15,7,8,15,7,8,14,6,8,0,0,0,3,NA,NA,0,0,0,0,0,0,NA,NA,0,5,NA,4,5,NA,NA,NA,111.11,4,13,NA,1.43,6,NA,4,8,4,4,15,8,7,3,NA,NA,NA,NA,0,0,0,0,NA,NA,0,NA,0,NA,3,0,0,0,3,NA,NA,0,0,0,NA,3,NA,NA,NA,NA,0,NA,0,13,0,0,0,0,0,0,0,0,0,NA,NA,0,3,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,5,NA,3,6,3,3,9.47,9.86,9.13,11,4,7,4,3,NA,11,4,7,0,0,0,9,10,8,NA,NA,0,NA,0,0,0,5,8,NA,15,3,0,NA,7,NA,5,19,5,14,12,7,12,7,7,7,5,0,19,2.71,0.73,7,0,NA,5,NA,0,6,7,0,6,6,NA,5,NA,7,0,7,0,6,0,7,NA,0,7,5,5,5,0,NA,6,7,NA,0,5,5,3,0,0,0,NA,NA,0,"Urbana","Localidad amanzanada","220160001-LOC-Urbana","2201600011236-AGEB-Urbana","Localidad amanzanada",NA,"2201600011236",1,0.033888060603618486,0.06818181818181818
2,8,109,1487,17277,"Los Valles Centrales","25547","22","Querétaro","22016","San Juan del Río","220160001","San Juan del Río","2201600011397","2201600011397047",109,53,56,6,5,NA,103,48,55,98,48,50,82,40,42,75,37,38,67,33,34,7,NA,6,14,7,7,16,7,9,7,3,4,8,4,4,12,8,4,34,0,0,0,105.66,34,75,0,1.53,46,22,24,63,31,32,78,40,38,20,8,12,9,5,4,0,0,0,8,4,4,7,0,6,9,0,0,0,0,0,0,0,0,0,0,11,NA,7,NA,3,0,0,0,98,NA,0,NA,0,0,0,NA,0,NA,6,4,NA,5,NA,3,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,6,4,NA,22,8,14,40,21,19,10.91,11.19,10.63,58,24,34,24,16,8,55,22,33,3,NA,NA,24,85,66,3,0,NA,14,0,0,NA,27,51,4,75,8,NA,25,34,8,26,109,23,86,47,34,47,34,34,34,9,4,109,3.21,0.81,34,0,9,25,0,NA,33,34,0,34,34,0,0,0,34,0,34,0,34,0,34,18,0,29,24,16,11,7,NA,21,32,14,0,33,27,11,8,12,NA,NA,4,0,"Urbana","Localidad amanzanada","220160001-LOC-Urbana","2201600011397-AGEB-Urbana","Localidad amanzanada",NA,"2201600011397",1,0.12306080509328284,0.02586206896551724
2,8,72,1487,17316,"Los Valles Centrales","25582","22","Querétaro","22016","San Juan del Río","220160001","San Juan del Río","2201600011397","2201600011397082",72,38,34,3,NA,NA,69,37,32,66,37,29,57,31,26,52,30,22,46,26,20,4,NA,3,8,5,3,10,4,6,5,NA,4,6,4,NA,12,7,5,28,NA,0,NA,89.47,20,52,0,1.39,34,21,13,37,17,20,47,28,19,15,8,7,4,NA,3,0,0,0,4,NA,3,4,0,4,11,0,0,0,4,NA,NA,0,NA,0,0,12,0,7,NA,NA,0,6,0,56,NA,0,NA,0,0,0,0,0,0,4,NA,NA,4,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,5,NA,3,NA,0,NA,22,12,10,19,11,8,10.04,10.13,9.91,45,25,20,12,6,6,45,25,20,0,0,0,16,56,52,0,0,0,4,0,0,0,26,25,6,62,0,0,10,23,7,16,72,18,54,30,23,30,23,23,23,7,0,72,3.13,1.01,23,0,NA,21,0,8,15,23,0,23,23,0,NA,0,23,0,23,0,23,0,23,16,0,19,16,11,7,0,0,14,18,9,0,23,10,5,5,4,NA,0,10,0,"Urbana","Localidad amanzanada","220160001-LOC-Urbana","2201600011397-AGEB-Urbana","Localidad amanzanada",NA,"2201600011397",1,0.12306080509328284,0.02586206896551724
2,8,19,1487,17263,"Los Valles Centrales","25534","22","Querétaro","22016","San Juan del Río","220160001","San Juan del Río","2201600011397","2201600011397033",19,11,8,NA,NA,NA,17,10,7,14,8,6,11,5,6,11,5,6,10,5,5,3,NA,NA,3,3,0,3,3,0,0,0,0,NA,0,NA,3,NA,NA,5,0,0,0,72.73,8,11,0,3.4,12,7,5,7,4,3,10,5,5,4,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,NA,NA,0,NA,0,0,0,0,10,4,6,NA,NA,0,NA,0,8,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,5,4,NA,3,0,3,8.64,8.4,8.83,10,4,6,NA,NA,0,10,4,6,0,0,0,6,13,9,0,0,0,4,0,0,0,3,6,NA,19,0,0,0,5,NA,3,19,8,11,8,5,8,5,5,5,NA,NA,19,3.8,1.46,5,0,NA,3,0,NA,3,5,0,5,5,0,0,0,5,0,5,0,5,0,5,3,0,5,4,4,NA,NA,NA,5,5,NA,0,4,NA,NA,0,0,0,NA,NA,0,"Urbana","Localidad amanzanada","220160001-LOC-Urbana","2201600011397-AGEB-Urbana","Localidad amanzanada",NA,"2201600011397",1,0.12306080509328284,0.02586206896551724
2,8,132,1506,17887,"Los Valles Centrales","26096","22","Querétaro","22016","San Juan del Río","220160011","Cerro Gordo","2201600111607","2201600111607039",132,72,60,10,5,5,122,67,55,115,64,51,93,53,40,89,51,38,80,44,36,11,3,8,18,11,7,17,11,6,4,NA,NA,9,7,NA,13,8,5,46,4,3,NA,83.33,43,85,4,1.66,67,39,28,64,33,31,97,53,44,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,NA,4,4,3,18,NA,15,NA,3,NA,NA,0,106,5,NA,3,NA,NA,NA,0,0,0,7,5,NA,5,4,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,4,3,NA,NA,NA,0,26,17,9,50,26,24,11.44,11.12,11.87,70,32,38,23,21,NA,70,32,38,0,0,0,23,109,92,6,0,0,8,NA,4,0,29,59,5,103,7,0,21,41,22,19,132,72,60,71,41,71,41,41,41,25,5,132,3.22,0.9,41,0,12,29,0,5,36,41,0,41,41,0,40,NA,41,0,41,0,41,0,41,11,0,39,33,25,28,4,5,27,39,25,NA,41,29,19,17,6,NA,0,10,0,"Urbana","Localidad amanzanada","220160011-LOC-Urbana","2201600111607-AGEB-Urbana","Localidad amanzanada",NA,"2201600111607",1,0.08107345771044043,0.06
2,8,62,1506,17868,"Los Valles Centrales","26079","22","Querétaro","22016","San Juan del Río","220160011","Cerro Gordo","2201600111607","2201600111607022",62,30,32,3,NA,NA,59,28,31,58,27,31,45,22,23,43,22,21,43,22,21,3,NA,NA,11,5,6,6,3,3,NA,0,NA,0,0,0,8,4,4,18,NA,0,NA,106.67,19,42,NA,1.64,37,15,22,25,15,10,58,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,NA,0,0,0,NA,4,0,3,0,NA,0,0,0,55,0,0,0,NA,NA,0,0,0,0,0,0,0,4,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,19,10,9,22,11,11,10.53,10.73,10.33,34,14,20,11,8,3,33,13,20,NA,NA,0,10,52,44,NA,0,0,8,0,0,0,12,31,NA,50,7,0,5,19,4,15,62,10,52,30,19,30,19,19,19,8,3,62,3.26,1.35,19,0,14,5,0,11,8,19,0,19,19,0,19,0,19,0,19,0,19,0,19,12,0,17,14,11,6,NA,0,14,18,4,0,19,4,8,NA,NA,NA,0,13,0,"Urbana","Localidad amanzanada","220160011-LOC-Urbana","2201600111607-AGEB-Urbana","Localidad amanzanada",NA,"2201600111607",1,0.08107345771044043,0.06
2,8,148,1506,17899,"Los Valles Centrales","26106","22","Querétaro","22016","San Juan del Río","220160011","Cerro Gordo","2201600111607","2201600111607049",148,76,72,6,NA,4,142,74,68,133,71,62,116,59,57,111,55,56,107,54,53,15,7,8,11,8,3,12,9,3,5,4,NA,4,NA,3,24,15,9,48,6,NA,4,94.74,37,109,NA,1.34,55,33,22,93,43,50,89,47,42,44,24,20,NA,0,NA,0,0,0,NA,0,NA,NA,0,NA,4,0,0,0,4,NA,3,0,NA,NA,0,3,0,3,0,0,0,0,0,141,5,3,NA,0,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,3,NA,NA,5,3,NA,3,NA,NA,30,12,18,70,37,33,11.25,11.33,11.18,89,40,49,27,19,8,89,40,49,0,0,0,15,133,117,0,0,0,16,0,0,0,35,73,8,99,17,0,32,54,13,41,148,30,118,82,54,82,54,54,54,26,NA,148,2.74,0.84,53,NA,16,38,0,5,49,54,0,54,54,0,54,0,54,0,54,0,54,0,54,23,0,50,35,26,26,9,7,34,49,10,NA,53,22,23,8,7,NA,NA,28,0,"Urbana","Localidad amanzanada","220160011-LOC-Urbana","2201600111607-AGEB-Urbana","Localidad amanzanada",NA,"2201600111607",1,0.08107345771044043,0.06
